ticker,filing_date,mean_prob_up,max_prob_up,min_prob_up,std_prob_up,n_chunks,true_label
TMO,2023-05-05,0.52422565,0.6194501,0.48015583,0.035247322,19,0
TMO,2023-08-04,0.52106124,0.6422691,0.47412366,0.038754348,23,1
TMO,2023-11-03,0.52124137,0.61095065,0.47827068,0.03270988,24,1
TMO,2024-02-22,0.50612265,0.6213839,0.45757097,0.028105792,47,1
TMO,2024-05-03,0.5182705,0.59553075,0.4782389,0.030528473,20,0
TMO,2024-11-01,0.51963526,0.61122054,0.4782389,0.030293863,23,0
TMO,2025-02-20,0.502414,0.5886312,0.45751983,0.024535995,47,0
TMO,2025-05-02,0.52835655,0.6159761,0.4807735,0.03315926,19,0
TMO,2025-08-01,0.5171451,0.58520526,0.4807735,0.02781566,23,1
TMO,2025-10-31,0.5180777,0.6066559,0.47556388,0.033948086,24,1
TSLA,2023-01-31,0.5082229,0.56485784,0.4771547,0.018363342,68,1
TSLA,2023-04-24,0.5160937,0.5481177,0.46014693,0.021191467,17,1
TSLA,2023-07-24,0.5155701,0.5523379,0.47005084,0.025185311,19,0
TSLA,2023-10-23,0.5350197,0.60201323,0.43977275,0.037952792,20,1
TSLA,2024-01-29,0.5187072,0.63511395,0.47701702,0.03812604,73,1
TSLA,2024-04-24,0.5371957,0.604939,0.47378615,0.030838612,51,1
TSLA,2024-10-24,0.53726286,0.62065697,0.47088355,0.03743051,60,1
TSLA,2025-01-30,0.5117514,0.6235358,0.45568034,0.028991992,65,0
TSLA,2025-04-23,0.5334872,0.6055184,0.47526902,0.03556829,59,1
TSLA,2025-10-23,0.5363987,0.59764934,0.46821705,0.03294788,64,0
TXN,2023-02-03,0.51233923,0.62413377,0.47164232,0.038984302,27,0
TXN,2023-04-26,0.54214025,0.61419666,0.455974,0.04928938,9,0
TXN,2023-07-26,0.5483897,0.60578495,0.455974,0.043319054,11,0
TXN,2023-10-25,0.5521333,0.6007119,0.455974,0.044916544,11,1
TXN,2024-02-02,0.5083986,0.6059754,0.4672887,0.03222757,26,1
TXN,2024-04-24,0.5297477,0.58753276,0.455974,0.038361207,9,1
TXN,2025-04-24,0.5543101,0.61320835,0.459033,0.05142285,9,1
TXN,2025-07-29,0.5474207,0.6101416,0.459033,0.042742487,14,1
TXN,2025-10-23,0.55238146,0.6461851,0.459033,0.04699668,15,0
UNH,2023-02-24,0.5209913,0.65200984,0.45670184,0.042285636,120,0
UNH,2023-08-02,0.5495409,0.5896133,0.46550772,0.045552813,9,0
UNH,2023-11-06,0.55380416,0.5958073,0.47921312,0.04416745,9,1
UNH,2024-05-09,0.5502044,0.59559965,0.47496173,0.045248654,9,0
UNH,2024-08-09,0.5486801,0.60684115,0.48005044,0.047474243,9,1
UNH,2024-11-04,0.54554486,0.6115367,0.4780125,0.046680626,9,1
UNH,2025-02-27,0.5246701,0.6307042,0.4632331,0.043355715,131,1
UNH,2025-05-07,0.5505612,0.5990346,0.47318128,0.050924215,9,0
UNH,2025-08-11,0.5476836,0.5935933,0.47743413,0.04787487,9,1
UNH,2025-10-28,0.55035204,0.60738724,0.46935558,0.05146942,9,0
UPS,2023-02-21,0.5148703,0.6198116,0.46865782,0.03446478,74,1
UPS,2023-05-03,0.54133373,0.6105146,0.4759272,0.031151706,77,0
UPS,2023-08-08,0.54256535,0.6593923,0.46796796,0.03883378,97,0
UPS,2023-11-01,0.5430383,0.6451887,0.46957842,0.03811645,106,1
UPS,2024-02-20,0.51529413,0.6042889,0.47668394,0.031634472,74,1
UPS,2024-05-03,0.53470504,0.62038815,0.48370415,0.031242516,78,0
UPS,2024-11-06,0.54319894,0.63784003,0.4698097,0.038135882,131,0
UPS,2025-02-18,0.5216437,0.6242543,0.47100464,0.03603908,85,1
UPS,2025-05-07,0.53910595,0.62831163,0.46344388,0.033058424,96,1
UPS,2025-11-05,0.5473635,0.63572145,0.4704716,0.039229997,111,1
V,2023-01-27,0.5324111,0.6026677,0.46728683,0.037343543,17,0
V,2023-04-27,0.5459849,0.63571143,0.46728683,0.044852726,20,0
V,2023-07-26,0.5382312,0.6254333,0.46728683,0.038291905,21,1
V,2023-11-15,0.51424116,0.63192075,0.46836492,0.03424563,62,1
V,2024-01-26,0.53199965,0.59914535,0.4650187,0.042409137,16,1
V,2024-04-24,0.5417426,0.60608363,0.4650187,0.039806,19,0
V,2024-07-24,0.5398798,0.6187036,0.4650187,0.039431937,20,1
V,2024-11-13,0.5132516,0.6373861,0.4738633,0.03266386,66,1
V,2025-01-31,0.5359191,0.61070615,0.46861082,0.04211342,16,1
V,2025-04-30,0.5384962,0.6076632,0.46861082,0.03933313,19,1
V,2025-11-06,0.5128389,0.6019481,0.47531143,0.029388018,67,0
VZ,2023-02-10,0.5132074,0.6072917,0.45721492,0.028125307,82,0
VZ,2023-04-27,0.5170568,0.5981591,0.46360242,0.031926688,43,0
VZ,2023-10-26,0.5178818,0.5953758,0.46627074,0.030572878,53,1
VZ,2024-07-25,0.5238649,0.6004901,0.46627074,0.03240649,46,1
VZ,2024-10-25,0.5237235,0.5874884,0.46627074,0.031349014,48,1
VZ,2025-02-12,0.50877744,0.60790527,0.4519577,0.026801074,80,1
VZ,2025-07-25,0.51793784,0.6091713,0.46627074,0.0325529,45,1
WMT,2023-03-17,0.5102071,0.60556644,0.46525458,0.030583559,74,1
WMT,2023-06-02,0.5206536,0.597302,0.47072133,0.031711254,38,1
WMT,2023-09-01,0.5175511,0.594476,0.4730545,0.0312973,42,0
WMT,2024-03-15,0.51140743,0.61113137,0.4507695,0.030015737,77,0
WMT,2024-06-07,0.5133117,0.5788688,0.46964636,0.026926681,39,1
WMT,2024-08-30,0.5176836,0.62243974,0.47446355,0.030030949,38,1
WMT,2024-12-06,0.52073646,0.6010789,0.47156203,0.031251524,39,0
WMT,2025-03-14,0.50811684,0.60586536,0.45394146,0.027711274,80,1
WMT,2025-06-06,0.519945,0.59479636,0.47443458,0.031138578,34,0
WMT,2025-08-29,0.5210958,0.5923862,0.4710202,0.030439202,36,1
XOM,2023-02-22,0.49434036,0.5285538,0.4637266,0.019820068,16,0
XOM,2024-02-28,0.49892157,0.54404956,0.4637266,0.020825384,17,1
XOM,2025-02-19,0.49563646,0.5474507,0.4637266,0.021384746,18,1
